user_id,content_id,genre,device,country,watch_start,watch_duration_min
user_50,movie_35,Documentary,Tablet,Germany,2025-05-29 17:19:03,174
user_93,movie_23,Romance,TV,Germany,2025-06-23 23:56:03,154
user_94,movie_8,Romance,Mobile,Germany,2025-06-04 13:46:03,37
user_186,movie_77,Romance,Mobile,Australia,2025-06-26 06:23:03,160
user_108,movie_16,Thriller,Mobile,India,2025-05-18 17:19:03,101
user_63,movie_67,Drama,Laptop,UK,2025-06-02 16:35:03,5
user_132,movie_3,Documentary,TV,UK,2025-05-19 16:41:03,45
user_95,movie_45,Drama,Tablet,Australia,2025-06-14 18:19:03,138
user_197,movie_78,Action,Laptop,Australia,2025-06-09 05:39:03,96
user_98,movie_63,Action,Mobile,Canada,2025-06-12 13:17:03,67
user_116,movie_47,Drama,TV,India,2025-05-17 13:43:03,23
user_76,movie_85,Documentary,Mobile,Germany,2025-06-13 17:50:03,42
user_87,movie_57,Romance,Tablet,Canada,2025-05-22 23:34:03,159
user_62,movie_22,Drama,Laptop,Canada,2025-06-20 03:28:03,126
user_126,movie_74,Romance,Laptop,Germany,2025-05-20 01:19:03,1
user_109,movie_18,Action,Laptop,Germany,2025-07-02 14:11:03,124
user_15,movie_95,Drama,Tablet,USA,2025-05-11 03:36:03,115
user_167,movie_42,Documentary,TV,India,2025-07-06 17:05:03,120
user_17,movie_39,Action,Tablet,India,2025-05-24 06:19:03,119
user_93,movie_72,Documentary,Tablet,Germany,2025-05-18 11:03:03,36
user_140,movie_73,Romance,Mobile,USA,2025-05-14 14:47:03,72
user_132,movie_5,Drama,Tablet,Australia,2025-05-27 09:30:03,123
user_37,movie_89,Documentary,TV,UK,2025-05-19 05:23:03,34
user_11,movie_67,Thriller,TV,Germany,2025-07-02 11:59:03,65
user_54,movie_40,Romance,Mobile,Canada,2025-06-28 20:49:03,141
user_145,movie_32,Action,Mobile,Canada,2025-07-07 06:58:03,5
user_4,movie_99,Action,TV,India,2025-05-10 04:36:03,175
user_182,movie_88,Drama,TV,India,2025-06-17 22:47:03,80
user_153,movie_10,Romance,TV,Germany,2025-05-09 22:06:03,41
user_200,movie_30,Thriller,Tablet,UK,2025-05-30 00:43:03,106
user_197,movie_31,Action,Mobile,India,2025-06-13 11:07:03,132
user_90,movie_55,Romance,Laptop,Australia,2025-06-01 00:28:03,63
user_47,movie_30,Romance,Mobile,USA,2025-06-30 13:44:03,32
user_9,movie_93,Thriller,TV,India,2025-06-01 05:39:03,172
user_139,movie_14,Documentary,Laptop,Germany,2025-06-04 11:19:03,172
user_190,movie_39,Comedy,TV,UK,2025-06-15 23:53:03,14
user_1,movie_26,Documentary,TV,Australia,2025-06-09 00:08:03,36
user_25,movie_81,Action,Mobile,USA,2025-05-29 04:53:03,161
user_154,movie_56,Thriller,Mobile,India,2025-06-30 19:02:03,7
user_142,movie_96,Comedy,Mobile,Australia,2025-06-28 08:24:03,81
user_53,movie_41,Comedy,TV,Australia,2025-06-19 06:44:03,154
user_23,movie_75,Comedy,Laptop,Germany,2025-06-08 22:13:03,83
user_129,movie_38,Drama,Mobile,Germany,2025-06-28 17:35:03,29
user_166,movie_41,Thriller,Laptop,USA,2025-05-27 23:08:03,35
user_92,movie_99,Action,Tablet,Germany,2025-05-18 10:21:03,125
user_92,movie_2,Romance,Laptop,Germany,2025-06-24 15:11:03,140
user_126,movie_60,Romance,Laptop,UK,2025-05-23 05:13:03,27
user_42,movie_80,Action,Mobile,UK,2025-06-24 04:21:03,85
user_171,movie_82,Thriller,Laptop,Germany,2025-06-10 01:58:03,46
user_71,movie_81,Thriller,TV,Germany,2025-07-07 00:34:03,49
user_179,movie_55,Documentary,Mobile,India,2025-05-29 10:33:03,100
user_192,movie_23,Documentary,TV,Canada,2025-05-15 07:36:03,102
user_186,movie_60,Romance,Tablet,USA,2025-05-27 14:17:03,47
user_25,movie_7,Comedy,Tablet,UK,2025-05-08 17:37:03,117
user_164,movie_19,Action,TV,Canada,2025-06-28 12:33:03,72
user_40,movie_9,Thriller,Laptop,India,2025-05-27 02:45:03,67
user_26,movie_82,Romance,Mobile,Canada,2025-05-31 05:19:03,144
user_73,movie_66,Thriller,TV,Canada,2025-05-14 12:34:03,77
user_10,movie_47,Comedy,Mobile,Australia,2025-05-29 07:38:03,180
user_64,movie_64,Comedy,Laptop,Germany,2025-06-12 21:18:03,153
user_164,movie_36,Action,Mobile,USA,2025-06-16 12:18:03,141
user_183,movie_59,Thriller,Laptop,Canada,2025-07-02 19:23:03,49
user_174,movie_1,Thriller,Mobile,India,2025-05-08 23:21:03,112
user_96,movie_96,Drama,TV,Australia,2025-06-16 22:01:03,93
user_26,movie_81,Comedy,Tablet,USA,2025-06-15 07:57:03,41
user_29,movie_81,Documentary,Laptop,Australia,2025-05-31 09:14:03,180
user_95,movie_20,Action,Mobile,Australia,2025-06-08 03:22:03,119
user_104,movie_78,Romance,Tablet,Germany,2025-05-09 11:35:03,6
user_36,movie_21,Drama,Laptop,India,2025-05-10 12:07:03,63
user_58,movie_1,Thriller,Tablet,Canada,2025-06-08 01:55:03,50
user_195,movie_70,Drama,Mobile,UK,2025-05-17 15:02:03,96
user_59,movie_94,Documentary,Laptop,Germany,2025-06-30 09:40:03,131
user_126,movie_36,Documentary,Laptop,Canada,2025-05-23 11:49:03,141
user_166,movie_62,Action,Tablet,India,2025-05-09 14:48:03,127
user_69,movie_76,Documentary,Tablet,Germany,2025-05-31 08:57:03,112
user_47,movie_41,Thriller,TV,UK,2025-05-09 19:48:03,169
user_153,movie_25,Action,Laptop,UK,2025-06-05 16:19:03,119
user_120,movie_64,Comedy,Laptop,Canada,2025-05-13 14:15:03,120
user_106,movie_74,Documentary,Laptop,UK,2025-06-25 04:06:03,116
user_187,movie_22,Action,Laptop,USA,2025-06-11 05:08:03,47
user_6,movie_72,Drama,Laptop,Australia,2025-05-17 05:55:03,102
user_31,movie_29,Comedy,Mobile,USA,2025-06-07 19:21:03,157
user_81,movie_19,Comedy,TV,Canada,2025-07-07 06:41:03,10
user_164,movie_56,Romance,Laptop,Canada,2025-06-17 06:25:03,57
user_4,movie_48,Comedy,Laptop,India,2025-06-13 19:21:03,10
user_180,movie_53,Documentary,Laptop,Canada,2025-05-20 04:12:03,47
user_75,movie_34,Thriller,TV,Canada,2025-06-22 04:19:03,9
user_165,movie_82,Romance,Mobile,USA,2025-06-27 19:48:03,162
user_48,movie_5,Romance,Tablet,USA,2025-06-06 14:42:03,15
user_62,movie_85,Documentary,Laptop,Australia,2025-07-04 09:20:03,70
user_28,movie_18,Action,Mobile,Canada,2025-07-01 01:51:03,56
user_61,movie_88,Drama,Laptop,Canada,2025-05-18 02:52:03,144
user_71,movie_3,Thriller,Tablet,India,2025-06-24 19:44:03,163
user_81,movie_93,Documentary,Laptop,Germany,2025-06-09 19:12:03,68
user_200,movie_60,Documentary,Mobile,India,2025-05-15 09:24:03,105
user_182,movie_56,Comedy,Tablet,India,2025-07-06 23:51:03,35
user_99,movie_16,Thriller,Mobile,Canada,2025-06-30 04:56:03,141
user_27,movie_30,Romance,Tablet,India,2025-06-05 02:54:03,144
user_27,movie_53,Action,TV,UK,2025-06-08 19:07:03,11
user_158,movie_87,Comedy,Laptop,USA,2025-06-24 10:23:03,180
user_30,movie_48,Romance,Tablet,India,2025-06-07 05:43:03,37
user_144,movie_19,Action,TV,UK,2025-05-18 10:34:03,28
user_81,movie_38,Drama,Laptop,USA,2025-05-24 12:48:03,135
user_146,movie_63,Thriller,Tablet,India,2025-06-16 20:45:03,166
user_173,movie_53,Drama,Mobile,Germany,2025-06-26 02:23:03,170
user_155,movie_84,Drama,Laptop,UK,2025-06-01 15:38:03,140
user_121,movie_86,Drama,Mobile,Australia,2025-05-21 01:13:03,79
user_194,movie_57,Drama,Laptop,Germany,2025-05-24 00:27:03,107
user_24,movie_70,Thriller,TV,Germany,2025-06-16 01:25:03,4
user_35,movie_80,Drama,Mobile,Germany,2025-06-14 17:37:03,23
user_191,movie_57,Comedy,Mobile,Canada,2025-07-02 05:26:03,144
user_115,movie_12,Drama,Mobile,UK,2025-06-12 10:31:03,135
user_52,movie_16,Documentary,TV,USA,2025-05-19 02:04:03,177
user_51,movie_54,Comedy,Tablet,Australia,2025-06-29 20:19:03,122
user_71,movie_35,Action,Laptop,UK,2025-06-18 08:58:03,169
user_178,movie_90,Documentary,Laptop,India,2025-05-10 14:36:03,53
user_164,movie_24,Documentary,Mobile,USA,2025-06-20 16:16:03,83
user_18,movie_62,Drama,Laptop,USA,2025-06-06 07:35:03,13
user_45,movie_72,Thriller,TV,UK,2025-05-08 17:42:03,56
user_60,movie_6,Comedy,Mobile,Australia,2025-07-01 22:47:03,42
user_62,movie_39,Comedy,Tablet,UK,2025-06-03 04:51:03,88
user_36,movie_81,Thriller,TV,Canada,2025-05-18 08:20:03,29
user_90,movie_90,Action,Tablet,India,2025-06-29 02:33:03,24
user_90,movie_31,Drama,Tablet,India,2025-05-22 10:07:03,10
user_147,movie_15,Comedy,Mobile,Germany,2025-06-29 10:53:03,37
user_13,movie_43,Romance,Mobile,UK,2025-06-01 03:59:03,137
user_22,movie_15,Thriller,Laptop,Canada,2025-05-24 04:54:03,46
user_108,movie_22,Action,Tablet,USA,2025-05-10 16:55:03,128
user_77,movie_7,Romance,Mobile,USA,2025-06-05 17:29:03,100
user_130,movie_81,Action,Mobile,Germany,2025-05-23 17:04:03,169
user_155,movie_67,Drama,Mobile,India,2025-06-11 12:21:03,146
user_94,movie_11,Documentary,TV,USA,2025-05-17 01:21:03,9
user_61,movie_68,Thriller,Mobile,USA,2025-05-10 08:35:03,29
user_8,movie_78,Romance,Mobile,India,2025-05-28 09:14:03,13
user_189,movie_30,Comedy,Tablet,Canada,2025-06-03 15:42:03,111
user_85,movie_9,Romance,Mobile,India,2025-05-31 15:19:03,41
user_99,movie_26,Romance,Laptop,USA,2025-06-06 12:56:03,146
user_44,movie_8,Documentary,TV,India,2025-05-14 05:57:03,161
user_41,movie_80,Action,Tablet,Canada,2025-05-16 06:47:03,77
user_161,movie_1,Comedy,Laptop,UK,2025-05-30 10:55:03,24
user_161,movie_47,Comedy,TV,India,2025-06-05 11:23:03,93
user_124,movie_58,Documentary,Tablet,Germany,2025-06-10 16:35:03,89
user_66,movie_53,Thriller,TV,Australia,2025-06-10 23:56:03,116
user_81,movie_87,Thriller,Laptop,India,2025-06-12 13:41:03,58
user_197,movie_27,Action,Tablet,Australia,2025-06-26 13:23:03,166
user_69,movie_89,Action,TV,Australia,2025-05-27 06:49:03,108
user_64,movie_95,Drama,Tablet,Canada,2025-06-15 14:40:03,8
user_193,movie_12,Action,Laptop,Canada,2025-05-17 23:01:03,102
user_151,movie_27,Drama,Tablet,USA,2025-06-24 15:36:03,69
user_179,movie_33,Thriller,Mobile,Germany,2025-05-17 07:55:03,73
user_110,movie_9,Action,Mobile,UK,2025-06-26 04:07:03,92
user_98,movie_24,Romance,Mobile,India,2025-06-03 06:37:03,176
user_49,movie_86,Comedy,Mobile,India,2025-06-12 10:25:03,127
user_133,movie_98,Drama,Tablet,Germany,2025-05-12 11:49:03,51
user_74,movie_13,Drama,Laptop,Canada,2025-06-27 09:54:03,21
user_117,movie_54,Romance,Tablet,Canada,2025-05-15 23:38:03,3
user_160,movie_64,Thriller,Mobile,Australia,2025-07-01 16:53:03,143
user_199,movie_66,Documentary,TV,India,2025-05-16 09:40:03,154
user_151,movie_66,Romance,Laptop,UK,2025-06-27 11:06:03,163
user_102,movie_14,Thriller,Tablet,USA,2025-07-06 11:00:03,138
user_33,movie_43,Drama,TV,India,2025-05-14 00:56:03,27
user_87,movie_30,Action,TV,UK,2025-05-11 16:04:03,17
user_65,movie_19,Romance,Laptop,UK,2025-06-03 23:39:03,12
user_47,movie_64,Action,TV,UK,2025-05-28 23:02:03,68
user_79,movie_49,Action,Laptop,Australia,2025-06-26 06:10:03,135
user_124,movie_51,Action,TV,India,2025-05-20 09:35:03,153
user_93,movie_34,Action,Mobile,UK,2025-06-27 06:21:03,55
user_84,movie_67,Thriller,Laptop,UK,2025-05-21 18:08:03,38
user_170,movie_90,Action,Tablet,Germany,2025-06-09 01:51:03,169
user_16,movie_85,Romance,Mobile,Canada,2025-05-16 02:36:03,125
user_62,movie_75,Documentary,Tablet,Canada,2025-06-02 16:07:03,72
user_198,movie_54,Comedy,Laptop,India,2025-05-29 12:42:03,166
user_108,movie_13,Documentary,TV,USA,2025-06-10 07:27:03,65
user_13,movie_96,Drama,Tablet,UK,2025-05-15 11:31:03,136
user_68,movie_90,Drama,Tablet,USA,2025-07-06 13:13:03,17
user_48,movie_21,Thriller,Tablet,UK,2025-06-27 20:24:03,39
user_111,movie_96,Documentary,Tablet,India,2025-07-02 08:17:03,82
user_62,movie_31,Documentary,TV,UK,2025-07-01 23:18:03,116
user_124,movie_83,Action,TV,Canada,2025-05-27 23:39:03,90
user_117,movie_70,Comedy,Mobile,Canada,2025-07-03 09:55:03,94
user_77,movie_39,Thriller,Mobile,India,2025-06-04 20:20:03,42
user_13,movie_31,Comedy,Laptop,Canada,2025-07-06 04:50:03,165
user_26,movie_24,Comedy,Mobile,Germany,2025-05-27 19:54:03,95
user_114,movie_80,Drama,Tablet,Australia,2025-05-23 05:48:03,60
user_89,movie_83,Romance,Mobile,India,2025-05-21 11:08:03,49
user_124,movie_46,Documentary,Laptop,India,2025-06-28 07:29:03,129
user_13,movie_53,Comedy,Tablet,India,2025-06-18 13:53:03,150
user_29,movie_29,Romance,Laptop,Germany,2025-06-02 05:50:03,22
user_166,movie_32,Thriller,Tablet,India,2025-07-04 02:12:03,178
user_194,movie_31,Action,Tablet,USA,2025-07-01 14:28:03,101
user_154,movie_48,Romance,Mobile,India,2025-06-25 00:59:03,15
user_160,movie_47,Romance,Laptop,Canada,2025-06-08 16:52:03,132
user_196,movie_9,Romance,Mobile,India,2025-06-30 20:55:03,109
user_109,movie_20,Romance,TV,India,2025-06-30 13:01:03,101
user_146,movie_25,Action,Tablet,Australia,2025-06-01 18:50:03,71
user_98,movie_11,Thriller,Mobile,Germany,2025-06-30 15:21:03,108
user_126,movie_85,Romance,Laptop,Germany,2025-05-20 18:12:03,114
user_154,movie_90,Documentary,Tablet,USA,2025-06-02 19:52:03,165
user_14,movie_40,Drama,Tablet,Canada,2025-06-21 02:49:03,101
user_12,movie_99,Action,Laptop,India,2025-06-12 16:43:03,119
user_127,movie_14,Documentary,Mobile,Canada,2025-06-12 06:38:03,89
user_95,movie_50,Romance,Laptop,Australia,2025-06-10 17:21:03,35
user_168,movie_50,Thriller,Laptop,Germany,2025-05-20 03:54:03,140
user_63,movie_48,Documentary,Mobile,Germany,2025-06-04 21:20:03,141
user_181,movie_10,Thriller,Tablet,UK,2025-07-05 03:55:03,50
user_130,movie_58,Action,TV,India,2025-06-19 19:11:03,58
user_189,movie_75,Drama,Laptop,Germany,2025-05-21 18:26:03,147
user_36,movie_19,Thriller,TV,Australia,2025-06-19 03:28:03,22
user_49,movie_55,Documentary,TV,UK,2025-05-17 03:35:03,109
user_85,movie_38,Thriller,Laptop,USA,2025-05-14 09:04:03,142
user_18,movie_11,Romance,TV,Germany,2025-05-31 19:07:03,105
user_25,movie_69,Comedy,Laptop,USA,2025-06-14 05:17:03,77
user_192,movie_58,Drama,TV,UK,2025-06-24 04:13:03,39
user_48,movie_40,Documentary,TV,India,2025-07-02 22:16:03,163
user_84,movie_71,Action,TV,Australia,2025-05-10 14:58:03,67
user_15,movie_87,Romance,Tablet,Canada,2025-05-31 19:58:03,179
user_181,movie_94,Romance,Mobile,India,2025-07-06 20:23:03,77
user_32,movie_39,Drama,Tablet,India,2025-05-15 07:43:03,142
user_90,movie_70,Action,TV,Canada,2025-05-21 23:28:03,94
user_105,movie_18,Thriller,Mobile,Germany,2025-07-03 11:35:03,115
user_41,movie_4,Romance,Laptop,Canada,2025-07-06 14:08:03,148
user_191,movie_93,Drama,TV,UK,2025-05-08 23:27:03,138
user_140,movie_22,Drama,Mobile,USA,2025-05-26 22:13:03,168
user_112,movie_96,Documentary,Laptop,India,2025-05-28 06:33:03,44
user_50,movie_78,Documentary,TV,Australia,2025-05-19 09:16:03,134
user_6,movie_85,Action,TV,India,2025-06-21 17:50:03,135
user_81,movie_21,Comedy,Mobile,India,2025-06-28 14:50:03,144
user_38,movie_66,Romance,Laptop,Canada,2025-07-06 08:30:03,84
user_3,movie_52,Drama,Mobile,Germany,2025-06-30 02:37:03,154
user_53,movie_31,Documentary,TV,Australia,2025-05-21 23:01:03,170
user_184,movie_72,Documentary,Laptop,Australia,2025-05-27 02:48:03,37
user_187,movie_5,Romance,TV,India,2025-05-19 03:59:03,67
user_167,movie_57,Comedy,Tablet,UK,2025-06-08 13:43:03,44
user_145,movie_49,Comedy,TV,Australia,2025-05-30 04:12:03,54
user_31,movie_76,Drama,TV,Australia,2025-06-05 12:31:03,83
user_96,movie_38,Romance,Tablet,Australia,2025-07-05 17:05:03,134
user_65,movie_93,Action,Laptop,Germany,2025-06-17 02:47:03,7
user_50,movie_18,Documentary,TV,UK,2025-05-20 19:24:03,76
user_8,movie_13,Action,Mobile,Germany,2025-06-06 11:23:03,160
user_150,movie_30,Documentary,TV,Germany,2025-06-28 21:16:03,110
user_146,movie_3,Comedy,Mobile,UK,2025-06-23 18:44:03,111
user_140,movie_100,Drama,Laptop,UK,2025-06-09 10:13:03,22
user_80,movie_6,Action,Laptop,Germany,2025-05-15 19:53:03,177
user_130,movie_85,Action,TV,Canada,2025-05-10 16:20:03,110
user_71,movie_74,Romance,Tablet,Australia,2025-06-12 08:43:03,132
user_55,movie_93,Thriller,Mobile,Germany,2025-05-28 18:15:03,83
user_64,movie_93,Comedy,TV,Canada,2025-07-06 02:12:03,65
user_137,movie_56,Comedy,Mobile,Germany,2025-06-24 10:07:03,82
user_160,movie_24,Comedy,Laptop,UK,2025-06-27 15:17:03,165
user_56,movie_86,Romance,Laptop,Canada,2025-06-25 10:47:03,141
user_5,movie_56,Action,Tablet,Australia,2025-07-01 23:50:03,120
user_66,movie_14,Romance,Laptop,UK,2025-06-18 00:18:03,145
user_90,movie_57,Comedy,Laptop,Canada,2025-06-09 17:01:03,51
user_199,movie_36,Action,TV,USA,2025-06-25 03:38:03,114
user_100,movie_63,Action,TV,USA,2025-07-02 05:30:03,22
user_145,movie_8,Comedy,Mobile,Canada,2025-06-22 10:08:03,173
user_37,movie_77,Romance,Mobile,USA,2025-06-07 04:32:03,34
user_48,movie_97,Comedy,TV,UK,2025-05-30 07:06:03,132
user_138,movie_79,Romance,Laptop,Canada,2025-05-25 14:12:03,75
user_53,movie_22,Action,Tablet,UK,2025-06-27 10:33:03,159
user_187,movie_54,Thriller,Laptop,USA,2025-05-13 21:41:03,176
user_24,movie_87,Comedy,Mobile,Australia,2025-07-04 08:12:03,77
user_46,movie_7,Thriller,Laptop,USA,2025-07-03 07:41:03,85
user_98,movie_33,Comedy,Tablet,Australia,2025-07-05 09:26:03,135
user_114,movie_12,Thriller,Laptop,Australia,2025-05-19 03:02:03,76
user_35,movie_89,Documentary,Tablet,UK,2025-07-07 03:08:03,102
user_110,movie_76,Thriller,Tablet,UK,2025-05-22 05:38:03,107
user_192,movie_23,Action,Mobile,India,2025-06-07 14:08:03,68
user_154,movie_21,Drama,Laptop,Canada,2025-06-07 09:35:03,56
user_124,movie_95,Thriller,Laptop,India,2025-06-16 17:37:03,170
user_133,movie_7,Thriller,Tablet,Germany,2025-06-20 09:01:03,165
user_71,movie_60,Romance,Tablet,USA,2025-07-05 22:14:03,23
user_108,movie_47,Romance,Tablet,Canada,2025-06-13 06:14:03,99
user_84,movie_9,Drama,Mobile,UK,2025-06-09 16:01:03,45
user_200,movie_92,Romance,Laptop,Australia,2025-06-25 14:13:03,135
user_41,movie_57,Documentary,Laptop,Canada,2025-06-04 07:58:03,68
user_137,movie_94,Romance,TV,Australia,2025-06-08 22:45:03,66
user_48,movie_60,Action,Laptop,UK,2025-05-14 17:28:03,171
user_120,movie_17,Documentary,Laptop,UK,2025-05-30 13:01:03,26
user_159,movie_20,Action,TV,Australia,2025-07-02 02:21:03,88
user_43,movie_37,Romance,Mobile,Germany,2025-06-24 05:16:03,68
user_106,movie_91,Drama,Mobile,Germany,2025-06-16 22:31:03,53
user_117,movie_87,Comedy,Mobile,Australia,2025-07-05 15:31:03,45
user_122,movie_49,Romance,Tablet,Australia,2025-06-16 10:24:03,67
user_15,movie_27,Documentary,Laptop,India,2025-06-29 01:15:03,56
user_165,movie_34,Action,Laptop,UK,2025-06-15 13:41:03,134
user_99,movie_37,Romance,Mobile,Germany,2025-05-11 15:07:03,35
user_122,movie_28,Drama,Laptop,Canada,2025-06-24 20:30:03,102
user_45,movie_45,Comedy,Laptop,UK,2025-06-27 06:13:03,14
user_164,movie_36,Comedy,Tablet,India,2025-06-17 12:06:03,39
user_196,movie_26,Action,Mobile,USA,2025-05-30 13:46:03,115
user_85,movie_88,Romance,Tablet,UK,2025-05-29 07:57:03,171
user_198,movie_49,Action,TV,Canada,2025-06-29 08:42:03,60
user_123,movie_64,Documentary,Tablet,Germany,2025-06-07 15:43:03,82
user_66,movie_91,Romance,TV,USA,2025-05-23 08:13:03,23
user_42,movie_79,Comedy,Tablet,USA,2025-05-21 18:38:03,84
user_110,movie_80,Action,Laptop,Germany,2025-05-23 16:42:03,128
user_19,movie_24,Drama,Mobile,USA,2025-07-04 12:47:03,47
user_63,movie_36,Romance,Mobile,UK,2025-06-25 23:50:03,150
user_49,movie_84,Drama,Tablet,India,2025-05-17 21:37:03,48
user_84,movie_17,Drama,Mobile,India,2025-05-20 16:10:03,144
user_124,movie_76,Romance,Tablet,Canada,2025-06-13 05:04:03,170
user_188,movie_35,Thriller,Mobile,Australia,2025-06-26 08:20:03,85
user_146,movie_50,Documentary,Mobile,Canada,2025-06-06 05:17:03,139
user_11,movie_89,Romance,Tablet,Canada,2025-07-04 14:22:03,117
user_43,movie_45,Thriller,Tablet,USA,2025-07-03 09:50:03,96
user_155,movie_4,Action,Laptop,UK,2025-06-22 00:30:03,122
user_13,movie_67,Comedy,Laptop,USA,2025-06-30 09:59:03,126
user_156,movie_70,Comedy,Laptop,Australia,2025-07-05 19:13:03,118
user_148,movie_21,Comedy,TV,India,2025-06-21 22:18:03,175
